"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2W-107504","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Gellibrand",126507285,2012-06-26 18:20:44,144.9147167,-37.87701667,2013-06-28 12:38:44,144.9147167,-37.87701667,NA
"VR2-7297","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","The Heads 8",126506995,2012-06-26 18:04:05,144.6808333,-38.30308333,2013-06-27 19:16:36,144.6808333,-38.30308333,"DEPLOYED"
"VR2W-110504","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_020",66369127,2012-06-25 20:24:35,150.14923,-35.61613,2013-07-19 12:01:50,150.14923,-35.61613,NA
"VR2W-100474","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_029",65701152,2012-06-25 20:21:06,150.18391,-35.55724,2013-07-19 11:02:14,150.18391,-35.55724,NA
"VR2W-110494","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_028",66369124,2012-06-25 20:16:39,150.18248,-35.56687,2013-07-19 11:27:00,150.18248,-35.56687,NA
"VR2W-110515","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_027",66094130,2012-06-25 19:56:54,150.17336,-35.57361,2013-07-19 10:51:38,150.17336,-35.57361,NA
"VR2W-110505","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_025",66345234,2012-06-25 19:50:42,150.15575,-35.58887,2013-07-19 11:09:06,150.15575,-35.58887,NA
"VR2W-112186","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_024",66013356,2012-06-25 19:47:25,150.16158,-35.596,2013-07-19 10:57:15,150.16158,-35.596,NA
"VR2W-110514","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_023",66318717,2012-06-25 19:30:03,150.14825,-35.59794,2013-07-19 11:20:08,150.14825,-35.59794,NA
"VR2W-110511","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_022",66333724,2012-06-25 19:27:53,150.15994,-35.60386,2013-07-19 10:49:27,150.15994,-35.60386,NA
"VR2W-110479","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_021",66138206,2012-06-25 19:21:32,150.15068,-35.60839,2013-07-19 12:30:21,150.15068,-35.60839,NA
"VR2W-114830","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Woolies",126909660,2012-06-25 18:21:56,145.0908833,-38.155,2013-06-26 12:12:26,145.0908833,-38.155,NA
"VR2W-107483","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Symmonds Channel # 2 - Wst of # 1",126507123,2012-06-25 18:17:21,144.8004667,-38.23125,2013-09-04 11:05:49,144.8004667,-38.23125,NA
"VR2W-107476","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Frankston Inner reef (knob)",126507048,2012-06-25 18:02:51,145.1002333,-38.14406667,2013-06-26 12:29:36,145.1002333,-38.14406667,NA
"VR2W-109057","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_LHB",70528092,2012-06-25 13:11:54,152.707983,-24.11345,2012-09-12 20:18:38,152.707983,-24.11345,NA
"VR2W-109616","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_019",66128196,2012-06-25 12:48:47,150.15361,-35.62352,2013-07-19 11:14:08,150.15361,-35.62352,NA
"VR2W-102362","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_018",66033863,2012-06-25 12:47:37,150.1425,-35.61901,2013-07-19 11:41:42,150.1425,-35.61901,NA
"VR2W-102363","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_017",66066377,2012-06-25 12:45:54,150.13911,-35.624,2013-07-19 11:31:00,150.13911,-35.624,NA
"VR2W-112850","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_016",65953325,2012-06-25 12:44:10,150.13788,-35.63495,2013-07-19 11:51:09,150.13788,-35.63495,NA
"VR2W-110487","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_015",66364745,2012-06-25 12:42:54,150.14148,-35.64476,2013-07-19 12:25:32,150.14148,-35.64476,NA
"VR2W-115222","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_013",65913818,2012-06-25 12:39:05,150.1494,-35.65945,2013-07-19 12:09:53,150.1494,-35.65945,NA
"VR2W-103740","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_012",66084102,2012-06-25 12:37:06,150.1467,-35.67138,2013-07-19 12:50:29,150.1467,-35.67138,NA
"VR2W-100996","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_034",65721162,2012-06-25 12:36:03,150.13342,-35.68502,2013-07-19 11:56:23,150.13342,-35.68502,NA
"VR2W-106958","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_010",66104133,2012-06-25 12:14:22,150.12313,-35.67607,2013-07-19 11:29:22,150.12313,-35.67607,NA
"VR2W-106957","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_008",66084123,2012-06-25 12:12:03,150.13074,-35.69655,2013-07-19 11:38:31,150.13074,-35.69655,NA
"VR2W-110481","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_007",66342231,2012-06-25 12:11:00,150.1404,-35.70429,2013-07-19 12:13:41,150.1404,-35.70429,NA
"VR2W-104134","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_006",66084113,2012-06-25 12:08:34,150.14654,-35.69794,2013-07-17 20:36:24,150.14654,-35.69794,NA
"VR2W-109600","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_005",66114140,2012-06-25 12:07:25,150.15939,-35.69859,2013-07-17 20:16:43,150.15939,-35.69859,NA
"VR2W-112844","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_004",65964832,2012-06-25 12:06:20,150.17201,-35.69805,2013-07-17 20:29:32,150.17201,-35.69805,NA
"VR2W-112195","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_033",65977339,2012-06-25 12:06:20,150.20297,-35.53852,2013-07-19 11:00:43,150.20297,-35.53852,NA
"VR2W-102436","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Clyde River","Clyde_001",66078385,2012-06-25 12:02:24,150.19951,-35.71871,2013-07-17 20:26:43,150.19951,-35.71871,NA
"VR2W-106232","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 3",3127935,2012-06-23 23:35:00,153.29138,-29.92899,2013-04-30 11:26:00,153.29138,-29.92899,NA
"VR2W-101761","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 5",3127936,2012-06-23 00:07:00,153.30775,-29.92846,2013-04-30 13:15:00,153.30788,-29.92887,NA
"VR2W-106230","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 6",3127937,2012-06-22 23:00:00,153.31604,-29.9288,2013-05-03 17:40:59,153.316072,-29.928843,NA
"VR2W-106231","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 4",51409735,2012-06-23 06:54:49,153.299552,-29.92892,2013-04-30 12:10:00,153.299552,-29.92892,NA
"VR2W-103389","NSW Department of Primary Industries","Port Stephens Marine Park tracking project","IMOS-ATF Port Stephens","PS1",4479624,2012-06-22 02:45:00,152.28845,-32.59835,NA,NA,NA,"RECOVERED"
"VR2W-104914","James Cook University","JCU Cleveland Bay","Cleveland Bay","E3",136639033,2012-06-22 10:00:00,146.90357,-19.2635,2012-10-21 11:00:00,146.90357,-19.2635,"NEW"
"VR2W-109060","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_Sunset Drift",70528106,2012-06-21 13:15:48,152.70675,-24.1191333,2012-09-17 10:56:01,152.70675,-24.1191333,NA
"VR2W-101677","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 8",3127940,2012-06-21 02:57:00,153.33252,-29.92875,2013-05-13 20:50:22,153.332588,-29.92874,"RECOVERED"
"VR2W-102026","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 9",3127941,2012-06-21 01:25:00,153.34084,-29.92875,2013-05-01 13:29:48,153.34084,-29.92875,NA
"VR2W-114588","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 10",3127943,2012-06-20 23:00:00,153.34911,-29.9288,2013-05-01 09:34:45,153.34915,-29.9288,NA
"VR2W-113124","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 7",3127939,2012-06-20 02:50:00,153.32428,-29.92877,2013-05-01 10:13:00,153.324374,-29.92871,NA
"VR2W-113123","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 12",3127947,2012-06-20 00:59:00,153.36578,-29.92878,2013-05-04 09:20:00,153.36583,-29.92873,NA
"VR2W-110634","James Cook University","JCU Cleveland Bay","Cleveland Bay","E28",136580379,2012-06-20 10:00:00,146.99593,-19.24115,2012-10-22 11:00:00,146.99593,-19.24115,"NEW"
"VR2W-102230","AIMS","JCU Cleveland Bay","Cleveland Bay","E32",136141700,2012-06-20 10:00:00,146.93888,-19.28775,2012-11-06 11:00:00,146.93888,-19.28775,"NEW"
"VR2W-109109","James Cook University","JCU Cleveland Bay","Cleveland Bay","E21",136580305,2012-06-20 10:00:00,146.91738,-19.28952,2012-11-06 11:00:00,146.91738,-19.28952,"NEW"
"VR2W-104200","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","E27",136580542,2012-06-20 10:00:00,147.0148,-19.21075,2012-10-25 11:00:00,147.0148,-19.21075,"NEW"
"VR2W-114589","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 11",3127945,2012-06-19 02:55:00,153.35756,-29.92879,2013-05-04 08:43:00,153.35756,-29.92879,NA
"VR2W-113118","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 13",3127949,2012-06-19 01:44:00,153.37418,-29.92902,2013-05-04 10:06:43,153.37406,-29.92862,NA
"VR2W-104197","James Cook University","JCU Cleveland Bay","Cleveland Bay","E1",136140890,2012-06-19 10:00:00,146.87712,-19.2893,2012-11-06 11:00:00,146.87712,-19.2893,"DEPLOYED"
"VR2W-102895","AIMS","JCU Cleveland Bay","Cleveland Bay","C8",136577942,2012-06-19 10:00:00,146.84323,-19.18343,2012-10-23 11:00:00,146.84323,-19.18343,"NEW"
"VR2W-103684","James Cook University","JCU Cleveland Bay","Cleveland Bay","C7",136577845,2012-06-19 10:00:00,146.83626,-19.18312,2012-10-23 11:00:00,146.83626,-19.18312,"NEW"
"VR2W-103681","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","C5",136577764,2012-06-19 10:00:00,146.82962,-19.17839,2012-10-23 11:00:00,146.82962,-19.17839,"NEW"
"VR2W-109099","James Cook University","JCU Cleveland Bay","Cleveland Bay","W7",136579142,2012-06-19 10:00:00,146.82703,-19.18675,2012-10-23 11:00:00,146.82703,-19.18675,"NEW"
"VR2W-109100","James Cook University","JCU Cleveland Bay","Cleveland Bay","W8",136579265,2012-06-19 10:00:00,146.80875,-19.18185,2012-10-23 11:00:00,146.80875,-19.18185,"NEW"
"VR2W-102050","James Cook University","JCU Cleveland Bay","Cleveland Bay","C2",136577535,2012-06-19 10:00:00,146.80553,-19.17579,2012-10-23 11:00:00,146.80553,-19.17579,"NEW"
"VR2W-110638","James Cook University","JCU Cleveland Bay","Cleveland Bay","C3",136628334,2012-06-18 10:00:00,146.81433,-19.18111,2012-10-25 11:00:00,146.81433,-19.18111,"NEW"
"VR2W-102049","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","C4",136577668,2012-06-18 10:00:00,146.82491,-19.17472,2012-10-25 11:00:00,146.82491,-19.17472,"NEW"
"VR2W-103680","James Cook University","JCU Cleveland Bay","Cleveland Bay","C1",136576858,2012-06-18 10:00:00,146.81236,-19.16909,2012-10-25 11:00:00,146.81236,-19.16909,"NEW"
"VR2W-114293","James Cook University","JCU Cleveland Bay","Cleveland Bay","W9",136639085,2012-06-18 10:00:00,146.7985,-19.19175,2012-10-26 11:00:00,146.7985,-19.19175,"NEW"
"VR2W-106864","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 14",3127951,2012-06-17 01:06:00,153.3824,-29.92856,2013-05-04 10:43:34,153.38241,-29.92855,NA
"VR2W-113116","IMOS-ATF","IMOS-ATF Coffs Harbour line","IMOS-ATF Coffs Harbour line","CH 15",3127953,2012-06-16 09:37:00,153.39859,-29.92866,2013-05-04 11:41:00,153.39855,-29.92858,NA
"VR2W-103682","James Cook University","JCU Cleveland Bay","Cleveland Bay","C9",136578272,2012-06-14 10:00:00,146.84695,-19.17345,2012-10-23 11:00:00,146.84695,-19.17345,"NEW"
"VR2W-111252","James Cook University","JCU Cleveland Bay","Cleveland Bay","W17",136628021,2012-06-14 10:00:00,146.77031,-19.15564,2012-11-02 11:00:00,146.77031,-19.15564,"NEW"
"VR2W-104785","AIMS","JCU Cleveland Bay","Cleveland Bay","E5",136576680,2012-06-14 10:00:00,146.93622,-19.23965,2012-10-22 11:00:00,146.93622,-19.23965,"NEW"
"VR2W-111251","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","W18",136627805,2012-06-14 10:00:00,146.77698,-19.14849,2012-10-23 11:00:00,146.77698,-19.14849,"NEW"
"VR2W-103761","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Georges River","Georges_015",71373696,2012-06-13 13:25:03,151.03766,-33.98362,2012-08-06 12:26:13,151.03766,-33.98362,NA
"VR2W-104122","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Georges River","Georges_016",71373710,2012-06-13 13:16:12,151.03327,-33.97707,2012-08-06 12:46:44,151.03327,-33.97707,NA
"VR2W-109104","James Cook University","JCU Cleveland Bay","Cleveland Bay","W12",136580044,2012-06-13 10:00:00,146.78715,-19.18052,2012-10-26 11:00:00,146.78715,-19.18052,"NEW"
"VR2W-109108","James Cook University","JCU Cleveland Bay","Cleveland Bay","W16",136579501,2012-06-13 10:00:00,146.77193,-19.17502,2012-10-26 11:00:00,146.77193,-19.17502,"NEW"
"VR2W-109095","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","W2",136579580,2012-06-13 10:00:00,146.7979,-19.22012,2012-10-26 11:00:00,146.7979,-19.22012,"NEW"
"VR2W-109096","IMOS-ATF","JCU Cleveland Bay","Cleveland Bay","W3",136579978,2012-06-13 10:00:00,146.80068,-19.20782,2012-10-26 11:00:00,146.80068,-19.20782,"NEW"
"VR2W-109097","James Cook University","JCU Cleveland Bay","Cleveland Bay","W4",136580204,2012-06-13 10:00:00,146.80975,-19.21105,2012-10-26 11:00:00,146.80975,-19.21105,"NEW"
"VR2W-110637","James Cook University","JCU Cleveland Bay","Cleveland Bay","W19",136627856,2012-06-13 10:00:00,146.77727,-19.13962,2012-11-01 11:00:00,146.77727,-19.13962,"NEW"
"VR2W-109103","James Cook University","JCU Cleveland Bay","Cleveland Bay","W11",136579335,2012-06-13 10:00:00,146.77802,-19.18885,2012-10-26 11:00:00,146.77802,-19.18885,"NEW"
"VR2W-110636","James Cook University","JCU Cleveland Bay","Cleveland Bay","W20",136628086,2012-06-13 10:00:00,146.76697,-19.13725,2012-11-01 11:00:00,146.76697,-19.13725,"NEW"
"VR2W-109107","James Cook University","JCU Cleveland Bay","Cleveland Bay","W15",136580130,2012-06-13 10:00:00,146.78065,-19.1669,2012-10-26 11:00:00,146.78065,-19.1669,"NEW"
"VR2W-109106","James Cook University","JCU Cleveland Bay","Cleveland Bay","W14",136579415,2012-06-13 10:00:00,146.78883,-19.15703,2012-10-23 11:00:00,146.78883,-19.15703,"NEW"
"VR2W-105932","James Cook University","JCU Cleveland Bay","Cleveland Bay","W1",136578738,2012-06-12 10:00:00,146.78901,-19.22145,2012-10-26 11:00:00,146.78901,-19.22145,"NEW"
"VR2W-109053","The University of Queensland","UQ Project Manta east Australia","North Stradbroke Island SEQ","NSI_Manta Bommie West",99612981,2012-06-04 21:33:06,153.54775,-27.4243,2012-12-06 17:42:20,153.54775,-27.4243,NA
"VR2W-109059","The University of Queensland","UQ Project Manta east Australia","North Stradbroke Island SEQ","NSI_Manta Bommie_East",99612994,2012-06-04 11:36:00,153.5468667,-27.4230667,2012-12-06 17:46:02,153.5468667,-27.4230667,NA
"VR2W-109052","The University of Queensland","UQ Project Manta east Australia","North Stradbroke Island SEQ","NSI_Shag Rocks",70528255,2012-06-04 09:30:00,153.5243333,-27.4130833,2012-06-04 09:30:00,153.5243333,-27.4130833,NA
"VR2W-109596","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Port Hacking","Bate Bay Nth",63320593,2012-05-30 09:30:00,151.18687,-34.05827,2014-01-24 11:00:00,151.18687,-34.05827,NA
"VR2W-109866","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 20",62710261,2012-05-30 07:46:55,153.4183,-27.44995,2012-11-27 08:46:36,153.4183,-27.44995,NA
"VR2W-109859","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 25",62710288,2012-05-30 07:45:00,153.40265,-27.47539,2012-11-27 08:45:59,153.40265,-27.47539,NA
"VR2W-109865","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 23",62710276,2012-05-30 07:43:55,153.37874,-27.426,2012-11-25 14:12:58,153.37874,-27.426,NA
"VR2W-109861","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 18",62710246,2012-05-30 07:42:04,153.48442,-27.34532,2012-11-27 09:01:04,153.48442,-27.34532,NA
"VR2W-109860","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 17",62710241,2012-05-30 07:37:53,153.45955,-27.31243,2012-11-25 13:51:43,153.45955,-27.31243,NA
"VR2W-109857","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 27",62710298,2012-05-30 07:34:09,153.34843,-27.45766,2012-11-25 14:17:48,153.34843,-27.45766,NA
"VR2W-103616","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 14",62710344,2012-05-29 09:30:00,153.50995,-27.40054,2012-11-25 10:30:00,153.50995,-27.40054,NA
"VR2W-109858","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 10",62710212,2012-05-28 08:17:11,153.40477,-27.3706,2012-11-21 13:40:54,153.40477,-27.3706,NA
"VR2W-103605","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 12",62710219,2012-05-28 08:10:13,153.37073,-27.411,2012-11-25 14:37:05,153.37073,-27.411,NA
"VR2W-103613","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 22",62710271,2012-05-28 07:28:07,153.35777,-27.40752,2012-11-21 10:41:22,153.35777,-27.40752,NA
"VR2W-112851","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Sydney Offshore","Wotomalla",63303585,2012-05-25 09:30:00,151.130307,-34.137802,NA,NA,NA,NA
"VR2W-109609","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Port Hacking","Red Maritime Buoy (066)",63320590,2012-05-25 09:30:00,151.14493,-34.07421,NA,NA,NA,NA
"VR2W-109575","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Port Hacking","Deer Park Port Pole",63320596,2012-05-25 09:30:00,151.09589,-34.05758,NA,NA,NA,NA
"VR2W-109585","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Sydney Offshore","Marly",63320548,2012-05-25 09:30:00,151.15457,-34.11485,NA,NA,NA,NA
"VR2W-109576","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Port Hacking","Green Marker off Bass and Flinders. Pole 004",63320587,2012-05-25 09:30:00,151.15392,-34.0735,NA,NA,NA,NA
"VR2W-103614","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 13",62710224,2012-05-24 14:07:21,153.42957,-27.39989,2012-11-25 14:23:20,153.42957,-27.39989,NA
"VR2W-103608","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 11",62710347,2012-05-24 14:01:11,153.38905,-27.40269,2012-11-25 14:35:22,153.38905,-27.40269,NA
"VR2W-103611","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 7",62710331,2012-05-24 13:55:37,153.38533,-27.36757,2012-11-25 14:45:24,153.38533,-27.36757,NA
"VR2W-103604","James Cook University","JCU Moreton Bay dugong movement","Moreton Bay","Moreton Bay 24",62710283,2012-05-24 13:43:50,153.41803,-27.41739,2012-11-27 09:14:22,153.41803,-27.41739,NA
"VR2W-106950","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Sydney Offshore","Cape Banks",63320560,2012-05-24 09:30:00,151.25306,-33.999642,2013-10-25 10:59:00,151.25306,-33.999642,NA
"VR2W-106964","NSW Department of Primary Industries","NSW DPI Movements of Coastal Sharks","Sydney Offshore","South Long Bay",63320566,2012-05-24 09:30:00,151.261988,-33.978013,2012-09-09 04:08:23,151.261988,-33.978013,NA
